N°_département_(BAN),Date_réception_DPE,Date_établissement_DPE,Date_visite_diagnostiqueur,Etiquette_GES,Etiquette_DPE,Année_construction,Surface_habitable_logement,Adresse_(BAN),Code_postal_(BAN)
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,80,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2023-02-14,2023-02-14,2023-02-14,C,C,,116.9,66 rue Voltaire 72000 Le Mans,72000
72,2023-08-29,2023-08-29,2023-08-08,C,C,,92,2 rue du Sergent Lebouc 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,64,Rue de Flore 72000 Le Mans,72000
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,72.9,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2023-03-20,2023-03-20,2023-03-07,C,C,1985,34,7 rue du Capitaine Ferber 72100 Le Mans,72100
72,2023-07-01,2023-07-01,2023-06-21,C,C,,56,196 rue des Maillets 72000 Le Mans,72000
72,2023-06-13,2023-06-13,2023-03-09,C,C,2008,65.4,34 rue du Blottin 72700 Rouillon,72700
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73.3,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-05-17,2022-05-16,2022-05-16,C,C,2019,86.3,Rue des Sittelles 72700 Allonnes,72700
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,,4 rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,65,23 Rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,79,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,71,Rue de Flore 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,104.1,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2023-03-09,2023-03-08,2023-03-08,C,C,,98,25 rue Robert Collet 72100 Le Mans,72100
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,53.7,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2023-02-28,2023-02-24,2023-02-22,C,C,,64.6,18 rue Elsa Triolet 72000 Le Mans,72000
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-07-02,2023-07-02,2023-06-21,C,C,,77,12 rue Péguy 72000 Le Mans,72000
72,2023-04-14,2023-04-14,2023-03-08,C,C,1996,85.5,11 Rue de la Boetie 72560 Changé,72560
72,2023-04-16,2023-04-16,2023-03-08,C,C,1983,58,2 rue du Chêne Vert 72000 Le Mans,72000
72,2022-06-29,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,36,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,65,4 rue Pasteur 72000 Le Mans,72000
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-21,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,63,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-06-30,2022-06-29,2022-06-29,C,C,1980,73.3,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-05-17,2022-05-16,2022-05-16,C,C,2019,86.3,Rue des Sittelles 72700 Allonnes,72700
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,95,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,92.4,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,102.9,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,51.9,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-09-16,2022-09-15,2022-09-15,C,C,2019,70.1,8c Rue des Sittelles 72700 Allonnes,72700
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,65,23 Rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,54.8,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-20,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,92,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,64,Rue de Flore 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,71,Rue de Flore 72000 Le Mans,72000
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,65,4 rue Pasteur 72000 Le Mans,72000
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,72,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-06-24,2022-06-15,2022-06-15,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-22,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-03,2022-05-20,2022-05-20,C,C,2019,53.1,Route de Bois Martin 72560 Changé,72560
72,2022-10-05,2022-10-05,2022-10-04,C,C,2015,92.5,16 Rue des Airelles 72230 Moncé-en-Belin,72230
72,2022-06-30,2022-06-29,2022-06-29,C,C,1980,92.4,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,71,Rue de Flore 72000 Le Mans,72000
72,2022-06-22,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-01,2022-05-20,2022-05-20,C,C,2019,53.1,Route de Bois Martin 72560 Changé,72560
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,99,4 rue Pasteur 72000 Le Mans,72000
72,2022-06-30,2022-06-29,2022-06-29,C,C,1980,74,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,55.5,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,80,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,104.1,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-27,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,62,21 Rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,60,Rue de Flore 72000 Le Mans,72000
72,2022-06-24,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-07-31,2023-07-31,2023-07-28,C,C,2011,115.5,26 rue de Vilnius 72000 Le Mans,72000
72,2022-06-24,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-27,2022-06-20,2022-06-20,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-03-20,2023-03-20,2023-03-07,C,C,1985,,9 rue du Capitaine Ferber 72100 Le Mans,72100
72,2022-06-20,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-21,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-08-25,2023-08-25,2023-08-21,C,C,,38,5 rue de Nice 72000 Le Mans,72000
72,2023-07-02,2023-07-02,2023-06-21,C,C,,43,15 rue Montaigne 72000 Le Mans,72000
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,72.9,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-02-09,2023-02-09,2023-02-09,C,C,,120,2 Rue de la Berthelière 72230 Moncé-en-Belin,72230
72,2022-06-03,2022-05-20,2022-05-20,C,C,2019,53.1,Route de Bois Martin 72560 Changé,72560
72,2023-05-11,2023-05-11,2022-11-24,C,C,,68.2,allée Jean Jaurès 72000 Le Mans,72000
72,2023-04-13,2023-04-13,2023-04-13,C,C,,63.6,86 rue de Guetteloup 72100 Le Mans,72100
72,2023-08-28,2023-08-28,2023-08-21,C,C,,60,5 allée de Rouen 72000 Le Mans,72000
72,2023-04-13,2023-04-13,2023-03-09,C,C,2008,74.8,40 rue du Blottin 72700 Rouillon,72700
72,2022-09-20,2022-09-13,2022-09-13,C,C,2019,70,8c Rue des Sittelles 72700 Allonnes,72700
72,2023-03-17,2023-03-17,2023-03-07,C,C,1982,70.3,15 rue Honoré Daumier 72100 Le Mans,72100
72,2022-06-20,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,36,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-06-29,2022-06-20,2022-06-20,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-02-17,2023-02-17,2023-02-16,C,C,,85,12 rue Clément Beuruay 72230 Arnage,72230
72,2023-08-25,2023-08-25,2023-08-21,C,C,,52,9 rue de Cherbourg 72000 Le Mans,72000
72,2023-04-14,2023-04-14,2023-03-08,C,C,1996,87.4,1 Impasse Léonard de Vinci 72560 Changé,72560
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,66.5,Rue Honoré Daumier 72100 Le Mans,72100
72,2023-09-08,2023-09-08,2023-09-07,C,C,,77,40 avenue de Bruxelles 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,60,Rue de Flore 72000 Le Mans,72000
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,88,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,47,Rue de Flore 72000 Le Mans,72000
72,2023-03-10,2023-03-10,2023-03-10,C,C,2015,66.9,8 Rue du 8 Mai 72160 Thorigné-sur-Dué,72160
72,2022-06-30,2022-06-29,2022-06-29,C,C,1980,53.7,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,91,4 rue Pasteur 72000 Le Mans,72000
72,2023-03-17,2023-03-17,2023-03-07,C,C,1982,,15 rue Honoré Daumier 72100 Le Mans,72100
72,2022-06-03,2022-05-20,2022-05-20,C,C,2019,53.1,Route de Bois Martin 72560 Changé,72560
72,2023-03-22,2023-03-22,2023-03-07,C,C,1998,80,16 rue Emile Zola 72230 Mulsanne,72230
72,2022-06-24,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-08-30,2022-08-30,2022-08-30,C,C,1964,95,52 Bd Marie et Alexandre Oyon 72100 Le Mans,72100
72,2022-06-29,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-05-17,2022-05-16,2022-05-16,C,C,2019,70.7,Rue des Sittelles 72700 Allonnes,72700
72,2022-07-27,2022-07-25,2022-07-25,C,C,2022,,Rue Honoré Daumier 72100 Le Mans,72100
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,64,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,64,21 Rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,47,Rue de Flore 72000 Le Mans,72000
72,2022-06-20,2022-06-15,2022-06-15,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73.1,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73.1,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,63,11 Rue Paul Courboulay 72000 Le Mans,72000
72,2022-06-23,2022-06-15,2022-06-15,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,73,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-07-20,2022-07-18,2022-07-01,C,C,1985,125,21 Rue Hippolyte Lecornué 72000 Le Mans,72000
72,2022-06-03,2022-05-20,2022-05-20,C,C,2019,69.4,Route de Bois Martin 72560 Changé,72560
72,2022-06-15,2022-06-15,2022-06-07,C,C,1995,80,17 Allée Pierre Mendès-France 72230 Arnage,72230
72,2022-07-08,2022-07-08,2022-07-08,C,C,1961,47,Rue de Flore 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,54.8,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2023-08-01,2023-08-01,2023-08-01,C,C,,90.2,16 rue Albert Camus 72000 Le Mans,72000
72,2023-02-14,2023-02-14,2023-02-14,C,C,2002,153.4,127 Rue du Général Leclerc 72300 Sablé-sur-Sarthe,72300
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-14,2022-05-16,2022-05-16,C,C,2019,70.7,Rue des Sittelles 72700 Allonnes,72700
72,2022-09-20,2022-09-13,2022-09-13,C,C,2019,70,8c Rue des Sittelles 72700 Allonnes,72700
72,2023-07-02,2023-07-02,2023-06-21,C,C,,69,5 rue du Colonel Bockler 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,92,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-27,2022-06-20,2022-06-20,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2022-06-22,2022-06-16,2022-06-16,C,C,1971,80,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-09-08,2023-09-08,2023-09-07,C,C,,109,40 avenue de Bruxelles 72000 Le Mans,72000
72,2022-07-01,2022-06-29,2022-06-29,C,C,1980,54.8,7 Allée Pablo Picasso 72100 Le Mans,72100
72,2022-06-23,2022-06-16,2022-06-16,C,C,1971,70,56 Boulevard Gambetta 72200 La Flèche,72200
72,2023-04-19,2023-04-19,2023-04-07,C,C,2007,76.1,37 rue Jacques Brel 72000 Le Mans,72000
72,2023-03-08,2023-03-08,2023-03-07,C,C,1983,74,42 cour Saint Victeur 72000 Le Mans,72000
72,2023-09-07,2023-09-07,2023-09-06,C,C,2001,80,27 Rue Virette 72400 La Ferté-Bernard,72400
72,2023-05-15,2023-05-15,2023-05-15,C,C,,82,23 Rue Louise Michel 72560 Changé,72560
72,2023-09-08,2023-09-08,2023-09-07,C,C,,77,40 avenue de Bruxelles 72000 Le Mans,72000
72,2023-08-25,2023-08-25,2023-08-21,C,C,,52,9 rue de Cherbourg 72000 Le Mans,72000
72,2023-07-11,2023-07-11,2023-07-06,C,C,2017,92.4,15 Rue Charles Trenet 72200 La Flèche,72200
72,2023-01-31,2023-01-31,2023-01-31,C,C,1945,145,54 rue Ambroise Paré 72000 Le Mans,72000
72,2023-01-10,2023-01-10,2023-01-10,C,C,2014,93.7,3 Rue des Champs 72560 Changé,72560
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,2 Rue Naïla 72200 La Flèche,72200
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,14 Rue Naïla 72200 La Flèche,72200
72,2023-03-20,2023-03-20,2022-11-03,C,C,1945,93.8,Route du Mans 72300 Solesmes,72300
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,100.3,33 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,99.6,17 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,18 Rue Naïla 72200 La Flèche,72200
72,2023-01-11,2023-01-11,2023-01-03,C,C,1989,71.6,4 Rue Frederick Passy 72210 La Suze-sur-Sarthe,72210
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,4 Rue Naïla 72200 La Flèche,72200
72,2023-07-07,2023-07-06,2023-06-13,C,C,1945,43,8 rue Gouin 72000 Le Mans,72000
72,2023-03-13,2023-03-13,2023-03-02,C,C,1945,49,11 rue de Carentan 72100 Le Mans,72100
72,2023-05-12,2023-05-12,2023-05-12,C,C,2013,74.5,7 rue Martin Luther King 72700 Allonnes,72700
72,2023-08-10,2023-08-10,2023-08-10,C,C,2018,80.6,7 rue de la grande prée 72190 Saint-Pavace,72190
72,2023-03-13,2023-03-13,2023-03-02,C,C,1945,49,11 rue de Carentan 72100 Le Mans,72100
72,2023-02-14,2023-02-14,2023-02-14,C,C,2011,82,12 Rue Naïla 72200 La Flèche,72200
72,2023-04-25,2023-04-25,2023-04-25,C,C,2018,100.8,2 Rue de Malabry 72650 La Bazoge,72650
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,81.7,21 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,81.7,29 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-02-15,2023-02-14,2023-02-14,C,C,2011,100,3 Rue des Eaux d'Ems 72200 La Flèche,72200
72,2023-01-26,2023-01-26,2023-01-26,C,C,2011,78,14 rue de la Plaine 72000 Le Mans,72000
72,2023-07-10,2023-07-10,2023-07-06,C,C,,121.8,13 Rue du Champ Failli 72130 Saint-Ouen-de-Mimbré,72130
72,2023-05-15,2023-05-15,2023-05-11,C,C,,57,5 Rue Robert Courtine 72540 Loué,72540
72,2023-04-24,2023-04-24,2023-04-24,C,C,2013,40.7,17 rue Auvray 72000 Le Mans,72000
72,2023-04-14,2023-04-14,2023-04-13,C,C,1989,56.6,16 Résidence le Castel 72450 Montfort-le-Gesnois,72450
72,2023-04-05,2023-04-05,2023-04-05,C,C,,133.4,9 Allée des Genêts 72250 Parigné-l'Évêque,72250
72,2023-09-05,2023-09-05,2023-08-30,C,C,2017,78.4,41 rue de la Presche 72000 Le Mans,72000
72,2023-03-13,2023-03-13,2023-03-02,C,C,1945,38,11 rue de Carentan 72100 Le Mans,72100
72,2023-05-05,2023-05-05,2023-05-02,C,C,,139,route des Fondus 72700 Allonnes,72700
72,2023-02-14,2023-02-14,2023-02-14,C,C,2011,100,17 Rue des Eaux d'Ems 72200 La Flèche,72200
72,2023-03-21,2023-03-20,2023-03-20,C,C,1989,109,12 impasse des Cormiers 72230 Arnage,72230
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,65,9 Rue des Eaux d'Ems 72200 La Flèche,72200
72,2023-06-01,2023-06-01,2023-02-23,C,C,1948,,16 avenue du Maréchal Lyautey 72000 Le Mans,72000
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,8 Rue Naïla 72200 La Flèche,72200
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,10 Rue Naïla 72200 La Flèche,72200
72,2023-02-16,2023-02-15,2023-02-15,C,C,2011,65,5 Rue des Eaux d'Ems 72200 La Flèche,72200
72,2023-07-04,2023-07-04,2023-07-04,C,C,1989,93,16 Rue des Varennes 72310 Bessé-sur-Braye,72310
72,2023-02-28,2023-02-28,2023-02-27,C,C,1990,88.2,20 Imp Anciens Combattants d'Afn 72400 La Ferté-Bernard,72400
72,2023-01-25,2023-01-25,2023-01-25,C,C,2012,117.8,13 rue des Grillons 72230 Mulsanne,72230
72,2023-07-04,2023-06-27,2023-06-27,C,C,2016,116,36 rue Marie Pape-Carpantier 72000 Le Mans,72000
72,2023-02-13,2023-02-13,2023-02-13,C,C,2017,132.3,3 rue Blaise Pascal 72650 Trangé,72650
72,2023-01-17,2023-01-17,2023-01-17,C,C,1992,145,82 rue de Balyver 72000 Le Mans,72000
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,81.7,19 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-07-12,2023-07-12,2023-06-28,C,C,,192,Lieu Dit Gandouin 72320 Gréez-sur-Roc,72320
72,2023-02-15,2023-02-15,2023-02-15,C,C,2011,82,20 Rue Naïla 72200 La Flèche,72200
72,2023-04-14,2023-04-14,2023-04-13,C,C,1989,80.8,19 Rue des Airelles 72230 Moncé-en-Belin,72230
72,2023-03-17,2023-03-17,2023-03-09,C,C,2010,81.7,23 rue du Pré de la Cour 72700 Rouillon,72700
72,2023-02-14,2023-02-14,2023-02-14,C,C,2011,65,11 Rue des Eaux d'Ems 72200 La Flèche,72200
72,2021-11-21,2021-11-21,2021-11-09,C,D,1947,180,Les Caves Ridelieres 72150 Courdemanche,72150
72,2021-11-26,2021-11-26,2021-11-26,C,D,1977,148.3,1 Rue Saint Bartholoma 72700 Saint-Georges-du-Bois,72700
72,2021-11-16,2021-11-16,2021-11-16,C,D,1949,150,7 Rue du Chêne Vert 72000 Le Mans,72000
72,2021-09-03,2021-09-03,2021-09-03,C,D,1984,52,,72100
72,2021-09-29,2021-08-23,2021-08-23,C,D,1969,53,,72190
72,2023-08-24,2023-08-24,2023-08-21,C,D,,51,27 rue de Nice 72000 Le Mans,72000
72,2023-08-23,2023-08-23,2023-08-21,C,D,,51,11 rue de Saint Nazaire 72000 Le Mans,72000
72,2021-11-15,2021-11-15,2021-11-10,C,D,1947,115,14 Place de l’Eglise 72400 Cherré-Au,72400
72,2021-07-08,2021-07-08,2021-07-08,C,D,1989,73,,72100
72,2021-10-13,2021-08-03,2021-08-03,C,D,1983,78,,72190
72,2023-04-17,2023-03-24,2023-03-24,C,D,1949,82.3,1 Rue des Tanneurs 72430 Chantenay-Villedieu,72430
72,2021-11-15,2021-11-15,2021-11-15,C,D,1947,196,43 Rue Descartes 72200 La Flèche,72200
72,2021-11-15,2021-11-15,2021-11-15,C,D,1947,196,43 Rue Descartes 72200 La Flèche,72200
72,2023-08-24,2023-08-24,2023-08-21,C,D,,62,27 rue de Nice 72000 Le Mans,72000
72,2023-09-08,2023-09-08,2023-09-04,C,D,,68,45 avenue de Madrid 72000 Le Mans,72000
72,2023-04-12,2023-04-12,2023-04-12,C,D,1970,157.4,31 rue du Luxembourg 72000 Le Mans,72000
72,2023-09-08,2023-09-08,2023-09-04,C,D,,68,45 avenue de Madrid 72000 Le Mans,72000
72,2021-11-29,2021-11-29,2021-11-29,C,D,1978,86.7,16 Rue Marcel Proust 72000 Le Mans,72000
72,2021-10-13,2021-09-14,2021-09-14,C,D,1983,65,,72190
72,2021-09-29,2021-08-23,2021-08-23,C,D,1988,28,,72000
72,2023-06-27,2023-06-27,2023-06-27,C,D,,79,91 rue Louis Crétois 72100 Le Mans,72100
72,2023-09-18,2023-09-18,2023-09-18,C,D,,67,16 avenue de Bruxelles 72000 Le Mans,72000
72,2023-09-08,2023-09-08,2023-09-05,C,D,,45,55 allée d'Athenes 72000 Le Mans,72000
72,2021-09-29,2021-08-11,2021-08-11,C,D,1991,47,,72000
72,2021-07-19,2021-07-19,2021-07-19,C,D,1989,75,,72000
72,2021-10-13,2021-09-03,2021-09-03,C,D,1984,52,,72100
72,2021-10-20,2021-10-20,2021-10-20,C,D,1947,66.7,17bis Rue Emile Davaze 72000 Le Mans,72000
72,2023-09-18,2023-09-18,2023-09-18,C,D,,68,16 avenue de Bruxelles 72000 Le Mans,72000
72,2023-08-22,2023-08-22,2023-08-21,C,D,,40,23 rue de Nice 72000 Le Mans,72000
72,2021-09-29,2021-08-16,2021-08-16,C,D,1989,73,,72100
72,2023-01-04,2023-01-03,2023-01-03,C,D,1972,65.5,21 rue Auvray 72000 Le Mans,72000
72,2023-09-18,2023-09-18,2023-09-18,C,D,,55,16 avenue de Bruxelles 72000 Le Mans,72000
72,2023-03-16,2023-03-16,2023-03-16,C,D,1972,100.8,2 rue Gérard Philipe 72470 Champagné,72470
72,2023-08-23,2023-08-23,2023-08-21,C,D,,51,11 rue de Saint Nazaire 72000 Le Mans,72000
72,2021-11-19,2021-11-19,2021-11-18,C,D,1948,82.3,200 Rue de Saint-Aubin 72000 Le Mans,72000
72,2021-11-04,2021-11-04,2021-11-04,C,D,1947,165,Route des Haies 72160 Thorigné-sur-Dué,72160
72,2021-10-26,2021-10-26,2021-10-26,C,D,1948,87,46 Allée de la Résistance 72300 Sablé-sur-Sarthe,72300
72,2023-08-24,2023-08-24,2023-08-21,C,D,,40,15 rue de Nice 72000 Le Mans,72000
72,2021-11-06,2021-11-06,2021-11-05,C,D,1948,79.9,55 Rue Beaufils 72100 Le Mans,72100
72,2021-11-25,2021-11-25,2021-11-25,C,D,1947,85,5 Rue Carnot 72220 Écommoy,72220
72,2021-10-27,2021-09-24,2021-09-24,C,D,1989,71,,72000
72,2023-09-18,2023-09-18,2023-09-18,C,D,,77,16 avenue de Bruxelles 72000 Le Mans,72000
72,2021-09-29,2021-07-15,2021-07-15,C,D,1984,76,,72100
72,2023-08-22,2023-08-22,2023-08-21,C,D,,40,23 rue de Nice 72000 Le Mans,72000
72,2021-10-29,2021-10-29,2021-10-19,C,D,1947,149,1 Lieu Dit la Bigottiere 72110 Nogent-le-Bernard,72110
72,2021-12-03,2021-12-02,2021-12-02,C,D,1989,82,10 Avenue de Rome 72190 Coulaines,72190
72,2023-08-08,2023-08-08,2023-08-08,C,D,,68,4 rue du Sergent Lebouc 72000 Le Mans,72000
72,2021-11-05,2021-11-03,2021-11-03,C,D,1971,111.3,Clos du Bourcaillon 72470 Champagné,72470
72,2021-11-11,2021-11-11,2021-11-10,C,D,1947,160,La Grande Maison 72150 Saint-Pierre-du-Lorouër,72150
72,2021-12-09,2021-12-02,2021-12-02,C,D,1989,82,10 Avenue de Rome 72190 Coulaines,72190
72,2021-10-11,2021-10-11,2021-10-11,C,D,1947,106.2,Les Petites Roches 72650 Saint-Saturnin,72650
72,2021-12-29,2021-12-29,2021-12-28,C,D,1975,158.7,37 Rue Fernand Poignant 72120 Saint-Calais,72120
72,2021-12-30,2021-12-30,2021-12-30,C,D,1947,117,5 Cite Roger 72000 Le Mans,72000
